TEXT,REACTION
" A big welcome to Twitterlandz grrl! Really wish I could have made it to the Bettie show,  glad to hear it was a success",positive
<----------- is listening the **** out of Lamb of God,neutral
Spilled chocolate milk in my car,negative
" my hubby.  promised job promotion so we didn`t move, signed a new lease n they withdrew the promotion...",neutral
 plus I just deposited tax return cheque but for first time in 7+ years it didn`t clear immediately,negative
LOVE getting gifts in the mail from my very wonderful friends back home!! How I miss Myrtle Beach so much... A little homesick today,neutral
tomorrow is going to be sooo awkward & embarassing. lights & sounds last night was awesome,neutral
"Still feeling weird about my ex and her engagement.  My mom made things worse.  I don`t even want her, but it`s still odd",negative
"a band from Hawaii with a Sublime sound, so all you sublime haters can just move along  ? http://blip.fm/~5yy4n",neutral
Hockey was so fukinÃ¯Â¿Â½ good  **** you hole! xD,neutral
 Shop smart.  Shop S Mart.,positive
" yes, that`s what I meant... I don`t have anything to turn it into Hirigana, though.",neutral
 That is INCREDIBLY sweet!!!! What a good Hubby...,positive
 caught tweets on it and got home in time for the last 5 mins of the ITV2 show!! #bgt Out tonight too so will miss it again,negative
off to lunch with all the people from aikido,neutral
 Too bad I can`t come!  Enjoy urself tho.,neutral
Watching ET today!  <3 Supposed to have a clip from New Moon  Hating Drag Me To Hell,neutral
Oh my god. I literally drove in rain that was so hard that i couldn`t see in front of me. I`m shaking,negative
 me to mi sausage,neutral
"got a sniffle, got the kids and hubby just left to work in Sydney for the weekend, boo hoo",neutral
" house probably resembling your kind of heaven no?  maybe Ciaran`s angels have moved in with you, hence inability to locate!",neutral
 Good to hear... several of my peeps are working tonight...,positive
 I hope so too.  How are you?,positive
"Actually, I think I`ll be more upset if I lost my data for Cake Mania 3. I was pretty far into the game",neutral
Boo....Up DLP is sold out for 8:30,neutral
Im mad cuz i cant get any picture to work.,negative
 this is the worst,negative
my shoes hurt my feet,negative
 and i had our first fight,neutral
Back to work!,neutral
It`s a beautiful nice day and I`m stuck inside!,positive
  you disappointed me,negative
"Aarg, looks like I have to go home to Vegas this weekend. So much for Maker Faire",neutral
FAWXING CRAYONS,neutral
 I`m so sorry to hear that you`re in the hospital.  Hope you`ll be better soon.,neutral
a salt pig thing coz she broke her other one! lol  do you guys even no wat a salt pig is?,neutral
 Omg Beckky i love you! you should`ve won the 250G`s  i was rootin for you.. hows things going?,positive
My birthday is now over.,neutral
 thanks anyway,positive
"browsin thru the videos in my multiply and i saw the video u sang with my bf. i miss you, N. we all miss you. pls come back wherever u r.",negative
i ate so much,neutral
"i always have 2 do xtra cleaning b4 leaving... so now were on da road  on 2 springhill suites, then cafe 360, yum!",neutral
" i was think of something with a better view, but i am on a tight budget.",neutral
 aww that sounds sad,negative
Car shopping with kacy yay,positive
working the graveyard shift!,neutral
my dad and i totally just rocked out to the offspring-pretty fly for a white guy. haha.,positive
 Yup  On to Mother`s Day. Any plans for your birthday?,neutral
Arg Exile still has that problem with Alt-Tabbing,negative
_**** R.I.P curls,negative
 A pretty black top with flowers in pink hues,positive
 can you get catacombs ffrom the cinemas? i tried to get it from my local one a little while ago and theyh didn`t have it.,neutral
 dr hook  awesome,positive
 You are quite welcome Mr. Poole.,neutral
http://xkcd.com/577/ - today`s xkcd  Looking forward to daily updates this week!,neutral
 I know! I miss her...,negative
" It`s been raining the past few days but it was actually sunny today! Well, for a little while. Now it`s super cloudy!",neutral
My younger sister flies in next week for a two week visit. So blessed to look forward to seeing family members visit.,neutral
I have the biggest headache ever. My photosensitivity is getting OUT OF CONTROL!! Help.,negative
 What up? Why no tweets. Are you also filming in a place w/ no signal?  .Hmmm.,neutral
 yeah whatever...in your twisted mind maybe! ;) LOL  ... oh wait that`s mine too!!,neutral
you can see the coffee table again!! ...so when r u cominging  over 2 insult me into cleaning the rest of the house?,negative
 mine too,neutral
" I`m mo nudge you again, better watch out!",negative
HOW COME ITS SO HARD TO FIND A GUY WITH THE SAME PASSION FOR LOVE AS FOR A WOMAN?? AM I EVER GOING TO SEE THE DAY! IM lonely yall!,negative
 URGHHHHHHHHHH your makeing me cry,negative
" absolutely tru...the horror of it still washes ovr me sometimes if i think  abt the actual last days, but the gd memories go on",neutral
_marie:my heart goes out to you,negative
_Inc Sounds good. I still like Fridays although it means for me that I have to go to work tomarrow,positive
 awww! you like anne curtis too tho rite?? it`s her soap thats gonna replace it!,neutral
Now have windows 7 up and running....very very happy  it`s got sum wicked new features http://bit.ly/jyWnz,positive
"look up our youtube JessAndNicoleMusic, we are new, leave comments and subscribe  thankyou x",neutral
I need a break! I NEED KITKAT! haha!,positive
 oh that totally works too,positive
PSA::::: Being that I`ve been usuing twiddict- my last 14 tweets have yet to show on the bored. Bare w me.,negative
"Did a historical Jesus ever exist? Im finding it hard to prove, its all hearsay accounts ... it bugs me ...",negative
 don`t you need a server and someone who knows how to program to use Wordpress? Love to but my knowledge is limited right now,neutral
" so did you watch?  I`d forgottenmost of it, enjoyed re-seeing it, but paying for it today, my face doesnt bounce back anymore",positive
excited about this week! trying to have a productive monday. trying. hard.,positive
 You are sooo lucky. My fiance is away w/the Marine Corps...haven`t even seen him yet!,positive
[Sarah Mcglaclan song in background] Please donate to jpnnbak` fund of 'Dinero for the cable bill' think of how you will make her,neutral
"omg, did anyone see the wee girl on bgt..!**** sucha shame",negative
Gday... Do you know if NHibernate has issues with COM Interop (VB6 <-> .Net Wrapper <-> .Net+NHibernate dll)? I`m getting crazy,neutral
hello..aint been tweetin all day cuz i had 2 switch things over 2 da new place. (exhausted and sick),negative
_g1986 a price drop would be nice  I want another one for a backup/blu-ray player.,positive
" I`m up wit cha!! Just got home from da reggae club, wishin I was sexin somebody!!!",positive
 I like how the binary code under your name says ZirconCode as well. XD It`s looking very nice. Better than before.,positive
" I can`t get in, I`m in a waiting room",neutral
 LOL! Glad you like it!,positive
 I didnt save those links! I dont need distractions.. I just need motivation,neutral
Ugh our two week push to produce a six pack has produced nothing but pain!,negative
can sum1 tells me how 2 vote 4 miley? it seems sum peeple r still voting i went 2 mtv.com nd it seems i cant vote,neutral
 .. thanks dear.. wish you the best too,positive
 I said hi to u,neutral
OMG - Madness Just Came On The Radio,negative
_mommy oh  well i hope she gets better,positive
 http://twitpic.com/1aida - snood,neutral
"maybe going to see the hannah montana movie todaaaay  i`ve seen it one time before, but can`t wait to see it again!!",positive
Managed to find a bottle of Pimm`s! If only we had the weather to go with it,neutral
_its_sarah Congrats Sarah!!!!! thats awsum,positive
"really bored today. just ate a bowl ful of rasberries and grapes, now i`m waiting for my dinner",negative
my it teacher made the lamest joke today about darth vaders birthday cuz it was may 4th. lol i love it. Happy STAR WARS Day everyone!  !!!,positive
 Oh It was marathon ****? mahasha,neutral
 yes sir i sure did.,neutral
 Very very very very cool.  http://www.inbflat.net/ More details? How it was made? Please tell,positive
 That`s the one. I wish I have a video compilation of `s thrusting,positive
 Congrats to Howie! I hope you bring little James to germany soon  Wish you all the best for your family!,positive
 have fun!  i am sad to not be with you guys,neutral
my guinea pig died today,negative
Have a huge block of snack chocolate here. Tis calling my name already,neutral
My room is too hot to sleep in.,negative
